NO;JALUR;STATUS;UMUR DOKUMEN;UMUR LHP;JENIS PEMBERITAHUAN;NOMOR AJU;NOMOR DAFTAR;TANGGAL DAFTAR;ID PERUSAHAAN;NAMA PERUSAHAAN;PPJK
1110;H;;284;-;30 - BC 3.0;00003082062720250429000751;003024;29-04-2025;0820627214125000000000;SARANA MAJU BERSAMA;
1111;H;;284;-;30 - BC 3.0;00003082062720250429000754;003027;29-04-2025;0820627214125000000000;SARANA MAJU BERSAMA;
1112;H;;284;-;30 - BC 3.0;00003082062720250429000749;003022;29-04-2025;0820627214125000000000;SARANA MAJU BERSAMA;
1113;H;;284;-;30 - BC 3.0;00003082062720250429000726;002999;29-04-2025;0820627214125000000000;SARANA MAJU BERSAMA;
1114;H;;284;-;30 - BC 3.0;00003082062720250429000727;003001;29-04-2025;0820627214125000000000;SARANA MAJU BERSAMA;
1115;H;;284;-;30 - BC 3.0;00003042048820250429000228;002998;29-04-2025;0420488702125000000000;SUMBER LAUT PERCUT;DIRGANTARA SUMATERA EKSPRES
1116;H;;284;-;30 - BC 3.0;00003042048820250429000241;003034;29-04-2025;0420488702125000000000;SUMBER LAUT PERCUT;DIRGANTARA SUMATERA EKSPRES
1117;H;;284;-;30 - BC 3.0;00003042048820250429000238;003031;29-04-2025;0420488702125000000000;SUMBER LAUT PERCUT;DIRGANTARA SUMATERA EKSPRES
1118;H;;284;-;30 - BC 3.0;00003003199720250429001369;003009;29-04-2025;0031997299063000000000;UNILEVER OLEOCHEMICAL INDONESIA;
1119;H;;284;-;30 - BC 3.0;00003003199720250429001370;003018;29-04-2025;0031997299063000000000;UNILEVER OLEOCHEMICAL INDONESIA;
1120;H;;284;-;30 - BC 3.0;00003092821220250428000656;003015;29-04-2025;0013451828058000000000;PT. TAMORA STEKINDO;PT. LOGISTIK EKSPRESINDO UTAMA
1121;H;;284;-;30 - BC 3.0;01010000258220250426000555;003008;29-04-2025;0011326535533000000000;PT DJASA DJASA;PT BIROTIKA SEMESTA
1122;H;;283;-;30 - BC 3.0;00003082062720250429000746;003070;30-04-2025;0820627214125000000000;SARANA MAJU BERSAMA;
1123;H;;283;-;30 - BC 3.0;00003082062720250430000772;003081;30-04-2025;0820627214125000000000;SARANA MAJU BERSAMA;
1124;H;;283;-;30 - BC 3.0;00003082062720250430000767;003054;30-04-2025;0820627214125000000000;SARANA MAJU BERSAMA;
1125;H;;283;-;30 - BC 3.0;00003082062720250429000737;003069;30-04-2025;0820627214125000000000;SARANA MAJU BERSAMA;
1126;H;;283;-;30 - BC 3.0;00003082062720250429000735;003067;30-04-2025;0820627214125000000000;SARANA MAJU BERSAMA;
1127;H;;283;-;30 - BC 3.0;00003082062720250430000762;003046;30-04-2025;0820627214125000000000;SARANA MAJU BERSAMA;
1128;H;;283;-;30 - BC 3.0;00003082062720250430000766;003052;30-04-2025;0820627214125000000000;SARANA MAJU BERSAMA;
1129;H;;283;-;30 - BC 3.0;00003082062720250429000745;003064;30-04-2025;0820627214125000000000;SARANA MAJU BERSAMA;
1130;H;;283;-;30 - BC 3.0;00003082062720250430000768;003051;30-04-2025;0820627214125000000000;SARANA MAJU BERSAMA;
1131;H;;283;-;30 - BC 3.0;00003092821220250429000661;003076;30-04-2025;0800480121111000000000;PT. CEFA INDONESIA SEJAHTERA LESTARI;PT. LOGISTIK EKSPRESINDO UTAMA
1132;H;;283;-;30 - BC 3.0;00003070829720250430000057;003083;30-04-2025;0708297288124000000000;PT. PUTRI MANALU BERSAUDARA;
1133;H;;283;-;30 - BC 3.0;00003053320220250430000136;003059;30-04-2025;0533202974125000000000;PT. MARTAMBA TAMBA REZEKI;
1134;H;;283;-;30 - BC 3.0;00003042048820250429000232;003056;30-04-2025;0420488702125000000000;SUMBER LAUT PERCUT;DIRGANTARA SUMATERA EKSPRES
1135;H;;283;-;30 - BC 3.0;00003042048820250429000235;003062;30-04-2025;0420488702125000000000;SUMBER LAUT PERCUT;DIRGANTARA SUMATERA EKSPRES
1136;H;;283;-;30 - BC 3.0;00003042048820250429000237;003060;30-04-2025;0420488702125000000000;SUMBER LAUT PERCUT;DIRGANTARA SUMATERA EKSPRES
1137;H;;283;-;30 - BC 3.0;00003092821220250430000669;003074;30-04-2025;0021803044112000000000;CV. HANSELIA;PT. LOGISTIK EKSPRESINDO UTAMA
1138;H;;283;-;30 - BC 3.0;01010000258220250429000566;003048;30-04-2025;0015168784123000000000;PT. SAMAWOOD UTAMA WORKS INDUSTRIES;PT BIROTIKA SEMESTA
1139;H;;283;-;30 - BC 3.0;00003001431020250430001654;003043;30-04-2025;0014310247121000000000;PT. PERMATA HIJAU PALM OLEO;
1140;H;;283;-;30 - BC 3.0;00003001431020250430001655;003044;30-04-2025;0014310247121000000000;PT. PERMATA HIJAU PALM OLEO;
1141;H;;283;-;30 - BC 3.0;00003092821220250429000663;003039;30-04-2025;0013451828058000000000;PT. TAMORA STEKINDO;PT. LOGISTIK EKSPRESINDO UTAMA
1142;H;;283;-;30 - BC 3.0;01010000258220250430000570;003073;30-04-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
1143;H;;283;-;30 - BC 3.0;01010000258220250430000574;003084;30-04-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
1144;H;;283;-;30 - BC 3.0;00003001270820250430001675;003040;30-04-2025;0012708756092000000000;MULTIMAS NABATI ASAHAN;
1145;H;;129;-;30 - BC 3.0;00003053320220251001000366;006432;01-10-2025;0533202974125000000000;PT. MARTAMBA TAMBA REZEKI;
1146;H;;129;-;30 - BC 3.0;00003031479320251001100022;006416;01-10-2025;0314793480125000000000;SAGAMI INDONESIA;
1147;H;;129;-;30 - BC 3.0;30101F8C024B20250930000136;006415;01-10-2025;0286789870125000000000;SUMBER LAUT PERCUT;DIRGANTARA SUMATERA EKSPRES
1148;H;;129;-;30 - BC 3.0;30101E73143E20250930000850;006397;01-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1149;H;;129;-;30 - BC 3.0;30101E73143E20250930000852;006422;01-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1150;H;;129;-;30 - BC 3.0;30101E73143E20250930000843;006395;01-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1151;H;;129;-;30 - BC 3.0;30101E73143E20250929000838;006405;01-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1152;H;;129;-;30 - BC 3.0;30101E73143E20250930000851;006421;01-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1153;H;;129;-;30 - BC 3.0;30101E73143E20250929000835;006406;01-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1154;H;;129;-;30 - BC 3.0;30101E73143E20251001000864;006419;01-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1155;H;;129;-;30 - BC 3.0;01010000258220251001001088;006413;01-10-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
1156;H;;127;-;30 - BC 3.0;301013635C9B20251003000623;006485;03-10-2025;1000000002658787000000;SUNGAI ALAM SUMATERA;
1157;H;;127;-;30 - BC 3.0;00003092821220251003001185;006492;03-10-2025;0845961077124000000000;CV. CHEERA KING SEAFOOD;PT. LOGISTIK EKSPRESINDO UTAMA
1158;H;;127;-;30 - BC 3.0;00003070829720251003000175;006488;03-10-2025;0708297288124000000000;PT. PUTRI MANALU BERSAUDARA;
1159;H;;127;-;30 - BC 3.0;00003070811020251003000086;006476;03-10-2025;0708110432125000000000;ORI GINALNEST INDONESIA;
1160;H;;127;-;30 - BC 3.0;30101F8C024B20251002000138;006477;03-10-2025;0286789870125000000000;SUMBER LAUT PERCUT;DIRGANTARA SUMATERA EKSPRES
1161;H;;127;-;30 - BC 3.0;30101F8C024B20251003000140;006479;03-10-2025;0286789870125000000000;SUMBER LAUT PERCUT;DIRGANTARA SUMATERA EKSPRES
1162;H;;127;-;30 - BC 3.0;30101E73143E20251002000882;006480;03-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1163;H;;127;-;30 - BC 3.0;00003026654620251003000895;006493;03-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1164;H;;127;-;30 - BC 3.0;30101E73143E20251002000887;006483;03-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1165;H;;127;-;30 - BC 3.0;30101E73143E20251003000894;006486;03-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1166;H;;127;-;30 - BC 3.0;00003026654620251003000882;006489;03-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1167;H;;127;-;30 - BC 3.0;30101E73143E20251002000884;006481;03-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1168;H;;127;-;30 - BC 3.0;30101E73143E20251003000893;006484;03-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1169;H;;127;-;30 - BC 3.0;30101E73143E20251002000885;006482;03-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1170;H;;127;-;30 - BC 3.0;01010000258220251002001092;006475;03-10-2025;0032741290011000000000;PT APPLE INDONESIA;PT BIROTIKA SEMESTA
1171;H;;126;-;30 - BC 3.0;30101E73143E20251003000896;006501;04-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1172;H;;126;-;30 - BC 3.0;30101E73143E20251003000892;006508;04-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1173;H;;126;-;30 - BC 3.0;30101E73143E20251003000906;006510;04-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1174;H;;126;-;30 - BC 3.0;30101E73143E20251004000910;006498;04-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1175;H;;126;-;30 - BC 3.0;30101E73143E20251002000883;006502;04-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1176;H;;126;-;30 - BC 3.0;30101E73143E20251004000907;006504;04-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1177;H;;126;-;30 - BC 3.0;01010000258220251004001098;006512;04-10-2025;0018021725054000000000;PT ERAJAYA SWASEMBADA TBK;PT BIROTIKA SEMESTA
1178;H;;126;-;30 - BC 3.0;01010000258220251004001100;006514;04-10-2025;0018021725054000000000;PT ERAJAYA SWASEMBADA TBK;PT BIROTIKA SEMESTA
1179;H;;126;-;30 - BC 3.0;00003001431020251003004105;006496;04-10-2025;0014310247121000000000;PT. PERMATA HIJAU PALM OLEO;
1180;H;;126;-;30 - BC 3.0;00003092821220251003001184;006506;04-10-2025;0013451828058000000000;PT. TAMORA STEKINDO;PT. LOGISTIK EKSPRESINDO UTAMA
1181;H;;124;-;30 - BC 3.0;00003070829720251006000176;006524;06-10-2025;0708297288124000000000;PT. PUTRI MANALU BERSAUDARA;
1182;H;;124;-;30 - BC 3.0;00003070829720251006000177;006525;06-10-2025;0708297288124000000000;PT. PUTRI MANALU BERSAUDARA;
1183;H;;124;-;30 - BC 3.0;00003003711020251006000158;006536;06-10-2025;0286789870125000000000;SUMBER LAUT PERCUT;DIRGANTARA SUMATERA EKSPRES
1184;H;;124;-;30 - BC 3.0;30101F8C024B20251004000143;006523;06-10-2025;0286789870125000000000;SUMBER LAUT PERCUT;DIRGANTARA SUMATERA EKSPRES
1185;H;;124;-;30 - BC 3.0;30101E73143E20251003000898;006521;06-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1186;H;;124;-;30 - BC 3.0;30101E73143E20251006000918;006519;06-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1187;H;;124;-;30 - BC 3.0;30101E73143E20251006000919;006517;06-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1188;H;;124;-;30 - BC 3.0;00003026654620251006000921;006537;06-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1189;H;;124;-;30 - BC 3.0;00003001431020251006004137;006532;06-10-2025;0014310247121000000000;PT. PERMATA HIJAU PALM OLEO;
1190;H;;124;-;30 - BC 3.0;00003001431020251006004136;006528;06-10-2025;0014310247121000000000;PT. PERMATA HIJAU PALM OLEO;
1191;H;;124;-;30 - BC 3.0;00003001270820251006004309;006529;06-10-2025;0012708756092000000000;MULTIMAS NABATI ASAHAN;
1192;H;;124;-;30 - BC 3.0;00003001100020251006911042;006535;06-10-2025;0011000163092000000000;MUSIM MAS;
1193;H;;123;-;30 - BC 3.0;00003070829720251006000179;006552;07-10-2025;0708297288124000000000;PT. PUTRI MANALU BERSAUDARA;
1194;H;;123;-;30 - BC 3.0;00003031479320251007100026;006541;07-10-2025;0314793480125000000000;SAGAMI INDONESIA;
1195;H;;123;-;30 - BC 3.0;30101F8C024B20251006000146;006547;07-10-2025;0286789870125000000000;SUMBER LAUT PERCUT;DIRGANTARA SUMATERA EKSPRES
1196;H;;123;-;30 - BC 3.0;00003026654620251007000922;006544;07-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1197;H;;123;-;30 - BC 3.0;30101E73143E20251006000925;006559;07-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1198;H;;123;-;30 - BC 3.0;01010000258220251007001110;006564;07-10-2025;0032741290011000000000;PT APPLE INDONESIA;PT BIROTIKA SEMESTA
1199;H;;123;-;30 - BC 3.0;01010000258220251006001107;006550;07-10-2025;0018021725054000000000;PT ERAJAYA SWASEMBADA TBK;PT BIROTIKA SEMESTA
1200;H;;123;-;30 - BC 3.0;01010000258220251007001114;006566;07-10-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
1201;H;;121;-;30 - BC 3.0;00003070811020251009000087;006623;09-10-2025;0708110432125000000000;ORI GINALNEST INDONESIA;
1202;H;;121;-;30 - BC 3.0;30101E73143E20251008000956;006625;09-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1203;H;;121;-;30 - BC 3.0;30101E73143E20251009000963;006624;09-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1204;H;;121;-;30 - BC 3.0;30101E73143E20251009000957;006627;09-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1205;H;;121;-;30 - BC 3.0;01010000258220251009001118;006633;09-10-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
1206;H;;121;-;30 - BC 3.0;01010000258220251009001122;006638;09-10-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
1207;H;;121;-;30 - BC 3.0;00003001100020251009911234;006629;09-10-2025;0011000163092000000000;MUSIM MAS;
1208;H;;120;-;30 - BC 3.0;00003092821220251010001198;006655;10-10-2025;1271193011650001000000;UD. HALIM JAYA;PT. LOGISTIK EKSPRESINDO UTAMA
1209;H;;120;-;30 - BC 3.0;301011CD754B20251009000062;006656;10-10-2025;0532025061124000000000;SENTRA MAJU UTAMA;
1210;H;;120;-;30 - BC 3.0;30101E73143E20251008000949;006645;10-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1211;H;;120;-;30 - BC 3.0;00003026654620251010000965;006675;10-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1212;H;;120;-;30 - BC 3.0;30101E73143E20251009000970;006672;10-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1213;H;;120;-;30 - BC 3.0;30101E73143E20251009000962;006648;10-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1214;H;;120;-;30 - BC 3.0;00003026654620251010000977;006679;10-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1215;H;;120;-;30 - BC 3.0;30101E73143E20251009000958;006646;10-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1216;H;;120;-;30 - BC 3.0;00003003199720251010003267;006653;10-10-2025;0031997299063000000000;UNILEVER OLEOCHEMICAL INDONESIA;
1217;H;;120;-;30 - BC 3.0;30101D27C3F220251007000136;006651;10-10-2025;0015167067111000000000;HARAPAN BERSAMA;
1218;H;;120;-;30 - BC 3.0;01010000258220251010001123;006677;10-10-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
1219;H;;120;-;30 - BC 3.0;00003001100020251010911252;006658;10-10-2025;0011000163092000000000;MUSIM MAS;
1220;H;;120;-;30 - BC 3.0;00003001001720251008000326;006641;10-10-2025;0010017309052000000000;RUBBER HOCK LIE;
1221;H;;120;-;30 - BC 3.0;00003001001720251008000327;006642;10-10-2025;0010017309052000000000;RUBBER HOCK LIE;
1222;H;;119;-;30 - BC 3.0;00003092821220251011001202;006684;11-10-2025;0845961077124000000000;CV. CHEERA KING SEAFOOD;PT. LOGISTIK EKSPRESINDO UTAMA
1223;H;;119;-;30 - BC 3.0;30101F8C024B20251010000153;006695;11-10-2025;0286789870125000000000;SUMBER LAUT PERCUT;DIRGANTARA SUMATERA EKSPRES
1224;H;;119;-;30 - BC 3.0;30101E73143E20251011000989;006694;11-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1225;H;;119;-;30 - BC 3.0;30101E73143E20251010000987;006697;11-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1226;H;;119;-;30 - BC 3.0;00003026654620251011000979;006691;11-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1227;H;;119;-;30 - BC 3.0;00003026654620251011000978;006690;11-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1228;H;;119;-;30 - BC 3.0;00003003711020251010000161;006686;11-10-2025;0037110079125000000000;PT. BERJAYA INTI REJEKI DUNIA;DIRGANTARA SUMATERA EKSPRES
1229;H;;119;-;30 - BC 3.0;00003003711020251010000162;006687;11-10-2025;0037110079125000000000;PT. BERJAYA INTI REJEKI DUNIA;DIRGANTARA SUMATERA EKSPRES
1230;H;;119;-;30 - BC 3.0;00003003711020251010000160;006681;11-10-2025;0037110079125000000000;PT. BERJAYA INTI REJEKI DUNIA;DIRGANTARA SUMATERA EKSPRES
1231;H;;119;-;30 - BC 3.0;00003092821220251011001204;006700;11-10-2025;0000233692124000000000;BALAI VETERINER MEDAN DITJEN PETERNAKAN DAN KESEHATAN HEWAN KEMENTERIAN PERTANIAN;PT. LOGISTIK EKSPRESINDO UTAMA
1232;H;;116;-;30 - BC 3.0;00003070829720251014000190;006747;14-10-2025;0708297288124000000000;PT. PUTRI MANALU BERSAUDARA;
1233;H;;116;-;30 - BC 3.0;30101E73143E20251013001010;006749;14-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1234;H;;116;-;30 - BC 3.0;30101E73143E20251013001009;006750;14-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1235;H;;116;-;30 - BC 3.0;00003003199720251013003291;006748;14-10-2025;0031997299063000000000;UNILEVER OLEOCHEMICAL INDONESIA;
1236;H;;116;-;30 - BC 3.0;01010000258220251014001146;006751;14-10-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
1237;H;;115;-;30 - BC 3.0;00003092821220251015001213;006766;15-10-2025;0845961077124000000000;CV. CHEERA KING SEAFOOD;PT. LOGISTIK EKSPRESINDO UTAMA
1238;H;;115;-;30 - BC 3.0;00003082062720251014000928;006770;15-10-2025;0820627214125000000000;SARANA MAJU BERSAMA;
1239;H;;115;-;30 - BC 3.0;00003031479320251014100036;006753;15-10-2025;0314793480125000000000;SAGAMI INDONESIA;
1240;H;;115;-;30 - BC 3.0;00003001363120251009100000;006769;15-10-2025;0314538067125000000000;PT. MAS KAWI WIJOYO;PT. MONANG SIANIPAR ABADI
1241;H;;115;-;30 - BC 3.0;30101E73143E20251013001004;006756;15-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1242;H;;115;-;30 - BC 3.0;30101E73143E20251014001017;006777;15-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1243;H;;115;-;30 - BC 3.0;30101E73143E20251014001019;006782;15-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1244;H;;115;-;30 - BC 3.0;00003001564420251014000051;006759;15-10-2025;0015644529113000000000;YAKITA MULIA;
1245;H;;115;-;30 - BC 3.0;01010000258220251015001150;006780;15-10-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
1246;H;;114;-;30 - BC 3.0;00003070829720251016000196;006801;16-10-2025;0708297288124000000000;PUTRI MANALU BERSAUDARA;
1247;H;;114;-;30 - BC 3.0;30101E73143E20251015001026;006786;16-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1248;H;;114;-;30 - BC 3.0;00003026654620251015001013;006790;16-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1249;H;;114;-;30 - BC 3.0;30101E73143E20251014001013;006794;16-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1250;H;;114;-;30 - BC 3.0;30101E73143E20251015001027;006796;16-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1251;H;;114;-;30 - BC 3.0;30101E73143E20251015001030;006804;16-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1252;H;;114;-;30 - BC 3.0;01010000258220251016001155;006811;16-10-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
1253;H;;113;-;30 - BC 3.0;00003092821220251017001219;006823;17-10-2025;1271022903760004000000;UD. AMANAH UTAMA;PT. LOGISTIK EKSPRESINDO UTAMA
1254;H;;113;-;30 - BC 3.0;00003092821220251014001206;006817;17-10-2025;0752518951111000000000;PT. MANDIRI ABADI PERMAI;PT. LOGISTIK EKSPRESINDO UTAMA
1255;H;;113;-;30 - BC 3.0;00003070829720251016000197;006849;17-10-2025;0708297288124000000000;PUTRI MANALU BERSAUDARA;
1256;H;;113;-;30 - BC 3.0;301011CD754B20251016000064;006819;17-10-2025;0532025061124000000000;SENTRA MAJU UTAMA;
1257;H;;113;-;30 - BC 3.0;30101E73143E20251016001039;006841;17-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1258;H;;113;-;30 - BC 3.0;30101E73143E20251014001016;006812;17-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1259;H;;113;-;30 - BC 3.0;00003026654620251016001035;006825;17-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1260;H;;113;-;30 - BC 3.0;30101E73143E20251016001048;006837;17-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1261;H;;113;-;30 - BC 3.0;30101E73143E20251016001040;006846;17-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1262;H;;113;-;30 - BC 3.0;30101E73143E20251016001036;006829;17-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1263;H;;113;-;30 - BC 3.0;01010000258220251017001158;006857;17-10-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
1264;H;;113;-;30 - BC 3.0;00003031200620251017000040;006855;17-10-2025;0010617975058000000000;PT. AQUA FARM NUSANTARA;F1 SOLUTIONS
1265;H;;110;-;30 - BC 3.0;00003070811020251020000094;006878;20-10-2025;0708110432125000000000;ORI GINALNEST INDONESIA;
1266;H;;110;-;30 - BC 3.0;00003031479320251020100041;006881;20-10-2025;0314793480125000000000;SAGAMI INDONESIA;
1267;H;;110;-;30 - BC 3.0;01010000258220251018001160;006889;20-10-2025;0015168784123000000000;PT. SAMAWOOD UTAMA WORKS INDUSTRIES;PT BIROTIKA SEMESTA
1268;H;;110;-;30 - BC 3.0;00003092821220251018001221;006891;20-10-2025;0013451828058000000000;PT. TAMORA STEKINDO;PT. LOGISTIK EKSPRESINDO UTAMA
1269;H;;110;-;30 - BC 3.0;00003001127920251020501651;006875;20-10-2025;0011279056123000000000;AROMA & CO;
1270;H;;110;-;30 - BC 3.0;00003001001720251018000346;006886;20-10-2025;0010017309052000000000;RUBBER HOCK LIE;
1271;H;;109;-;30 - BC 3.0;00003082062720251021000929;006898;21-10-2025;0820627214125000000000;SARANA MAJU BERSAMA;
1272;H;;109;-;30 - BC 3.0;00003070829720251021000201;006901;21-10-2025;0708297288124000000000;PT. PUTRI MANALU BERSAUDARA;
1273;H;;109;-;30 - BC 3.0;00003031479320251021100043;006894;21-10-2025;0314793480125000000000;SAGAMI INDONESIA;
1274;H;;109;-;30 - BC 3.0;00003031200620251020000041;006896;21-10-2025;0311555239125000000000;PT. TOBA AGRO MANDIRI;F1 SOLUTIONS
1275;H;;109;-;30 - BC 3.0;30101F8C024B20251020000162;006907;21-10-2025;0286789870125000000000;SUMBER LAUT PERCUT;DIRGANTARA SUMATERA EKSPRES
1276;H;;109;-;30 - BC 3.0;30101E73143E20251020001069;006913;21-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1277;H;;109;-;30 - BC 3.0;30101E73143E20251020001070;006909;21-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1278;H;;109;-;30 - BC 3.0;01010000258220251021001168;006911;21-10-2025;0032741290011000000000;PT APPLE INDONESIA;PT BIROTIKA SEMESTA
1279;H;;109;-;30 - BC 3.0;01010000258220251021001165;006903;21-10-2025;0032741290011000000000;PT APPLE INDONESIA;PT BIROTIKA SEMESTA
1280;H;;109;-;30 - BC 3.0;01010000258220251021001166;006906;21-10-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
1281;H;;109;-;30 - BC 3.0;01010000258220251021001169;006916;21-10-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
1282;H;;109;-;30 - BC 3.0;00003092821220251021001225;006899;21-10-2025;0010018067092000000000;PT. SOCFIN INDONESIA;PT. LOGISTIK EKSPRESINDO UTAMA
1283;H;;108;-;30 - BC 3.0;00003070829720251022000207;006927;22-10-2025;0708297288124000000000;PT. PUTRI MANALU BERSAUDARA;
1284;H;;108;-;30 - BC 3.0;301011CD754B20251022000065;006917;22-10-2025;0532025061124000000000;SENTRA MAJU UTAMA;
1285;H;;108;-;30 - BC 3.0;30101F8C024B20251021000164;006920;22-10-2025;0286789870125000000000;SUMBER LAUT PERCUT;DIRGANTARA SUMATERA EKSPRES
1286;H;;108;-;30 - BC 3.0;30101E73143E20251020001071;006938;22-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1287;H;;108;-;30 - BC 3.0;30101E73143E20251022001080;006923;22-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1288;H;;108;-;30 - BC 3.0;30101E73143E20251022001079;006922;22-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1289;H;;108;-;30 - BC 3.0;30101E73143E20251020001068;006925;22-10-2025;0266546738125000000000;SARANAKITA MAJU BERSAMA;
1290;H;;108;-;30 - BC 3.0;00003003199720251022003412;006933;22-10-2025;0031997299063000000000;UNILEVER OLEOCHEMICAL INDONESIA;
1291;H;;108;-;30 - BC 3.0;00003003199720251022003413;006935;22-10-2025;0031997299063000000000;UNILEVER OLEOCHEMICAL INDONESIA;
1292;H;;108;-;30 - BC 3.0;01010000258220251022001170;006931;22-10-2025;0014876726123000000000;PT. BUDI TAMORA PERMAI;PT BIROTIKA SEMESTA
1293;H;;108;-;30 - BC 3.0;01010000258220251022001171;006929;22-10-2025;0013107743062000000000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
1294;H;;107;-;30 - BC 3.0;00003092821220251023001229;006947;23-10-2025;0845961077124000000000;CV. CHEERA KING SEAFOOD;PT. LOGISTIK EKSPRESINDO UTAMA
1295;H;;107;-;30 - BC 3.0;00003070829720251023000209;006951;23-10-2025;0708297288124000000000;PT. PUTRI MANALU BERSAUDARA;
